id,name,symbol,price,market_cap,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,platform,cmc_rank
2909,LikeCoin,LIKE,0.0197384937044,20408927.51199686,likecoin,4,2018-07-10T00:00:00.000Z,2000000000.0,1033965803.9583544,1034392199.30964,1033965803.9583544,1034392199.30964
1703,Metaverse ETP,ETP,0.26012022191767,20376030.492518824,metaverse,20,2017-06-05T00:00:00.000Z,100000000.0,78333127.43738928,80333225.2911893,78333127.43738928,80333225.2911893
2245,Presearch,PRE,0.0579631272666,20325433.442356713,presearch,9,2017-12-05T00:00:00.000Z,500000000.0,350661436.0,500000000.0,350661436.0,500000000.0
1853,OAX,OAX,0.26538835207762,20226677.704305638,oax,8,2017-07-31T00:00:00.000Z,,76215393.57684319,100000000.0,76215393.57684319,100000000.0
7870,Plasma Finance,PPAY,0.16403185809727,20194994.706356287,plasma-finance,14,2020-12-06T00:00:00.000Z,1000000000.0,123116295.46,1000000000.0,123116295.46,1000000000.0
6870,OIN Finance,OIN,0.77850385734,20180788.03028062,oin-finance,7,2020-09-03T00:00:00.000Z,100000000.0,25922527.98750997,100000000.0,25922527.98750997,100000000.0
8365,Crowns,CWS,17.26727321023944,20065751.166553352,crowns,23,2021-01-31T00:00:00.000Z,10000000.0,1162068.319777,10000000.0,1162068.319777,10000000.0
7219,Rubic,RBC,0.19780197440469,20047230.10591533,rubic,7,2020-09-29T00:00:00.000Z,124000000.0,101350000.0,124000000.0,101350000.0,124000000.0
2630,PolySwarm,NCT,0.01288282856418,19922742.0813267,polyswarm,7,2018-04-10T00:00:00.000Z,1885913075.0,1546457129.5096478,1885913075.8515422,1546457129.5096478,1885913075.8515422
6901,Swerve,SWRV,1.61170627531008,20048380.20283964,swerve,42,2020-09-05T00:00:00.000Z,33000000.0,12439226.99189248,14342830.57977678,12439226.99189248,14342830.57977678
2429,Mobius,MOBI,0.03787130139639,19674108.922779437,mobius,5,2018-01-19T00:00:00.000Z,,519499151.002369,888000000.0,519499151.002369,888000000.0
1814,Metrix Coin,MRX,0.00123816252581,19719127.908665482,metrix-coin,3,2017-07-15T00:00:00.000Z,30000000000.0,15926122377.0,17328622377.0,15926122377.0,17328622377.0
8618,Multiplier,BMXX,19.3709643532463,19611976.496826246,bmultiplier,1,2021-03-01T00:00:00.000Z,13000000.0,1012441.92799,1047729.586219,1012441.92799,1047729.586219
1826,Particl,PART,1.98035165927942,19381802.780856695,particl,7,2017-07-20T00:00:00.000Z,,9787051.0472413,9809021.6425114,9787051.0472413,9809021.6425114
8590,Cyclone Protocol,CYC,1709.818583589915,19481252.67174305,cyclone-protocol,3,2021-02-25T00:00:00.000Z,50000.0,11393.75420218,11393.75420218,11393.75420218,11393.75420218
3871,Newton,NEW,0.00094655049936,19472431.75432423,newton,12,2019-04-17T00:00:00.000Z,98823661261.0,20571994592.46,98823661261.46,20571994592.46,98823661261.46
8717,Oddz,ODDZ,1.54272396434989,19422894.711165115,oddz,10,2021-03-18T00:00:00.000Z,100000000.0,12590000.0,100000000.0,12590000.0,100000000.0
1881,DeepOnion,ONION,0.8632308336632,19414749.530600734,deeponion,6,2017-08-12T00:00:00.000Z,25000000.0,22490797.10025237,22490797.10025237,22490797.10025237,22490797.10025237
7533,Oraichain Token,ORAI,18.00280919602749,19285941.418665152,oraichain-token,11,2020-10-27T00:00:00.000Z,23037721.0,1071274.0,22779271.0,1071274.0,22779271.0
2345,High Performance Blockchain,HPB,0.26297380325759,19215482.65534194,high-performance-blockchain,9,2018-01-09T00:00:00.000Z,,73069950.0,101119949.75,73069950.0,101119949.75
7105,Permission Coin,ASK,0.00465272912248,19123077.11240154,permission-coin,3,2020-09-18T00:00:00.000Z,,4110077464.0,100000000000.0,4110077464.0,100000000000.0
7616,Lattice Token,LTX,0.66316239654013,19002186.261992157,lattice-token,7,2020-11-09T00:00:00.000Z,100000000.0,28653895.88,100000000.0,28653895.88,100000000.0
6583,Multiplier,MXX,0.18242838826847,18984003.153373413,multiplier,8,2020-08-14T00:00:00.000Z,920000000.0,104062768.59408352,285892613.98869437,104062768.59408352,285892613.98869437
7017,MoonSwap,MOON,0.9234559465502,18935165.83107792,moonswap,1,2020-09-11T00:00:00.000Z,,20504676.91698229,20525178.40437041,20504676.91698229,20525178.40437041
6404,AGA Token,AGA,2.40791404933324,18864366.63271105,aga,3,2020-08-08T00:00:00.000Z,10900000.0,7834318.9359,5999999.4,7834318.9359,5999999.4
2223,BLOCKv,VEE,0.00565614050868,18673152.59741758,blockv,5,2017-11-28T00:00:00.000Z,,3301394752.970064,3646271241.2002554,3301394752.970064,3646271241.2002554
2034,Everex,EVX,0.81611070671576,18525713.042447753,everex,14,2017-10-10T00:00:00.000Z,,22700000.0,25000000.0,22700000.0,25000000.0
2410,SpaceChain,SPC,0.05860121048427,18446424.24331909,spacechain,13,2018-01-16T00:00:00.000Z,,314778894.3416205,398855377.23095876,314778894.3416205,398855377.23095876
3631,FOAM,FOAM,0.05851093554622,18373352.83700741,foam,8,2018-12-11T00:00:00.000Z,,314015707.755922,1000000000.0,314015707.755922,1000000000.0
8972,Seedify.fund,SFUND,3.7363315619783,18392575.452014238,seedify-fund,5,2021-03-29T00:00:00.000Z,100000000.0,4922629.36169289,100000000.0,4922629.36169289,100000000.0
7222,yAxis,YAXIS,19.61068158289919,18275123.513171047,yaxis,13,2020-09-29T00:00:00.000Z,11000000.0,931896.39717098,954180.59483165,931896.39717098,954180.59483165
2655,Monero Classic,XMC,0.95543434238066,18321825.70140925,monero-classic,5,2018-04-20T00:00:00.000Z,,19176436.19105911,19176436.19105911,19176436.19105911,19176436.19105911
2548,POA,POA,0.06303517822237,18128857.703729305,poa,8,2018-02-28T00:00:00.000Z,,287599055.24143845,287599055.24143845,287599055.24143845,287599055.24143845
6511,Strong,STRONG,131.82156110875184,18226835.432946008,strong,4,2020-08-11T00:00:00.000Z,528886.0,138269.0,523990.0,138269.0,523990.0
6891,Niftyx Protocol,SHROOM,0.35207921256336,18091962.837375145,niftyx-protocol,4,2020-09-04T00:00:00.000Z,65557424.0,51386058.0,65557424.0,51386058.0,65557424.0
2545,Arcblock,ABT,0.18415251569994,18149023.279890288,arcblock,18,2018-02-26T00:00:00.000Z,,98554305.44029327,186000000.0,98554305.44029327,186000000.0
7284,PieDAO DOUGH v2,DOUGH,1.18803092519236,17912099.07920734,piedao-dough-v2,9,2020-10-03T00:00:00.000Z,,15077132.0,78700608.71020353,15077132.0,78700608.71020353
8063,Duck DAO (DLP Duck Token),DUCK,0.57012122720509,17855737.81285977,duck-dao,3,2020-12-22T00:00:00.000Z,,31319194.867369,95986126.46717,31319194.867369,95986126.46717
1950,Hiveterminal Token,HVN,0.03566673731684,17833368.65842,hiveterminal-token,7,2017-09-10T00:00:00.000Z,,500000000.0,500000000.0,500000000.0,500000000.0
5589,DXdao,DXD,358.9800573455757,17704896.428283792,dxdao,16,2020-05-26T00:00:00.000Z,,49320.0,148977.0,49320.0,148977.0
9083,Equalizer,EQZ,2.83646496558911,17727906.034931935,equalizer,5,2021-04-09T00:00:00.000Z,100000000.0,6250000.0,100000000.0,6250000.0,100000000.0
5906,NerveNetwork,NVT,0.06397846032408,17720989.655301973,nervenetwork,5,2020-07-27T00:00:00.000Z,2100000000.0,276983684.2827586,1122857486.3837585,276983684.2827586,1122857486.3837585
5524,TNC Coin,TNC,0.00761730229144,17599203.277719248,tnc-coin,22,2020-05-03T00:00:00.000Z,1000000000000.0,2310424689.0,1000000000000.0,2310424689.0,1000000000000.0
588,Ubiq,UBQ,0.41169296516862,17541866.45619859,ubiq,8,2014-09-07T00:00:00.000Z,,42609099.353966,42609099.353966,42609099.353966,42609099.353966
1918,Achain,ACT,0.01764272532113,17431012.58147282,achain,17,2017-08-27T00:00:00.000Z,1000000000.0,987999997.97063,1000000000.0,987999997.97063,1000000000.0
2556,Credits,CS,0.07761655760153,17343918.32721135,credits,9,2018-03-02T00:00:00.000Z,249471071.0,223456423.0,249471071.21,223456423.0,249471071.21
8449,Goose Finance,EGG,9.94389508121308,17452830.396435145,goose-finance,10,2021-02-13T00:00:00.000Z,,1755130.18328287,1867616.50450207,1755130.18328287,1867616.50450207
9504,NAOS Finance,NAOS,1.95979940034883,17255765.2275536,naos-finance,8,2021-04-30T00:00:00.000Z,300000000.0,8804863.0,210000000.0,8804863.0,210000000.0
2607,AMLT,AMLT,0.05897290845006,17226640.081725746,amlt,4,2018-03-23T00:00:00.000Z,400000000.0,292111081.7573763,400000000.0,292111081.7573763,400000000.0
3826,TOP,TOP,0.00312397673162,17220656.01640407,top,11,2019-03-28T00:00:00.000Z,,5512414942.82,20000000000.0,5512414942.82,20000000000.0
8648,Chain Guardians,CGG,1.13672762552352,17197228.940485023,chain-guardians,6,2021-03-02T00:00:00.000Z,120000000.0,15128715.58176906,120000000.0,15128715.58176906,120000000.0
2474,Matrix AI Network,MAN,0.08010374634024,17166396.401270676,matrix-ai-network,12,2018-01-27T00:00:00.000Z,1000000000.0,214302041.859023,647450055.959024,214302041.859023,647450055.959024
8637,Tranche Finance,SLICE,0.85949889599181,17189977.9198362,tranche-finance,7,2021-03-01T00:00:00.000Z,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0
4165,TerraCredit,CREDIT,0.17999821100716,17114826.596630264,credit,4,2019-07-24T00:00:00.000Z,,95083315.0,106265009.257,95083315.0,106265009.257
8708,Big Data Protocol,BDP,0.69011405340898,17104245.89349084,big-data-protocol,11,2021-03-07T00:00:00.000Z,80000000.0,24784665.38827953,32000001.0,24784665.38827953,32000001.0
4245,Enecuum,ENQ,0.09829046956362,17033463.64894244,enecuum,4,2019-08-13T00:00:00.000Z,350000000.0,173297204.95350033,194297211.968,173297204.95350033,194297211.968
4277,DECOIN,DTEP,0.30883567847195,16903070.55973214,decoin,5,2019-08-22T00:00:00.000Z,140000000.0,54731599.15772931,76656247.53609999,54731599.15772931,76656247.53609999
2151,Autonio,NIOX,0.20196214859023,16960463.977035753,autonio,5,2017-11-06T00:00:00.000Z,300000000.0,83978429.1038,315000000.0,83978429.1038,315000000.0
3407,Ondori,RSTR,0.00044703938028,16883268.231320716,ondori,1,2018-10-08T00:00:00.000Z,,37766847790.3356,43903795596.8916,37766847790.3356,43903795596.8916
2885,Egretia,EGT,0.00400866409218,16911357.546855837,egretia,22,2018-07-02T00:00:00.000Z,,4218701581.8676558,8000000000.0,4218701581.8676558,8000000000.0
1947,Monetha,MTH,0.04204053694233,16917112.065593593,monetha,6,2017-09-06T00:00:00.000Z,,402400000.0,402400000.0,402400000.0,402400000.0
5873,NextDAO,NAX,0.00865664196576,16845994.54526226,nextdao,3,2020-07-19T00:00:00.000Z,10000000000.0,1946019554.9144773,1986251664.0844774,1946019554.9144773,1986251664.0844774
9205,K21,K21,2.99441926236237,16802899.29433968,k21,7,2021-04-13T00:00:00.000Z,21000000.0,5611405.02452,21000000.0,5611405.02452,21000000.0
3970,Trias (old),TRY,0.00727879562558,16741229.940827604,trias,3,2019-05-24T00:00:00.000Z,,2300000000.273892,10000000000.0,2300000000.273892,10000000000.0
8187,Yield Optimization Platform & Protocol,YOP,1.66112227969868,16676199.189634604,yop,5,2021-01-05T00:00:00.000Z,88888888.0,10039115.96,88888888.0,10039115.96,88888888.0
1706,Aidos Kuneen,ADK,0.65468562189607,16367140.54740175,aidos-kuneen,21,2017-06-06T00:00:00.000Z,,25000000.0,25000000.0,25000000.0,25000000.0
3734,Elamachain,ELAMA,0.02135082572333,16213987.330731083,elamachain,8,2019-02-07T00:00:00.000Z,10000000000.0,759407975.1685714,1000000000.0,759407975.1685714,1000000000.0
9061,Rainicorn,RAINI,0.03591310094429,16195553.362996785,rainicorn,2,2021-04-01T00:00:00.000Z,1000000000.0,450965050.0,1000000000.0,450965050.0,1000000000.0
2610,Peculium,PCL,0.00768056589089,16054881.793667689,peculium,5,2018-03-25T00:00:00.000Z,,2090325377.2890034,2206029269.2890034,2090325377.2890034,2206029269.2890034
6622,Hakka.Finance,HAKKA,0.07544015328653,16121825.824020017,hakka-finance,14,2020-08-17T00:00:00.000Z,,213703513.6022,635982513.0,213703513.6022,635982513.0
8813,LABS Group,LABS,0.02113152859373,15995862.83160558,labs-group,8,2021-03-16T00:00:00.000Z,,756966670.0,10000000000.0,756966670.0,10000000000.0
8617,PolkaFoundry,PKF,1.04380647838345,15951538.282400066,polkafoundry,3,2021-03-01T00:00:00.000Z,200000000.0,15282084.0,200000000.0,15282084.0,200000000.0
1807,Santiment Network Token,SAN,0.25075455181812,15871153.024322197,santiment,7,2017-07-12T00:00:00.000Z,,63293578.95697954,83337000.0,63293578.95697954,83337000.0
2019,Viberate,VIB,0.08090146872893,15923431.582571648,viberate,18,2017-10-06T00:00:00.000Z,,196825000.0,200000000.0,196825000.0,200000000.0
6195,Unitrade,TRADE,0.55762111764156,15847938.99685815,unitrade,8,2020-08-04T00:00:00.000Z,,28420621.98771539,50000000.0,28420621.98771539,50000000.0
2341,SwftCoin,SWFTC,0.00392364837606,15714211.742196651,swftcoin,26,2018-01-04T00:00:00.000Z,,4004999999.0,10000000000.0,4004999999.0,10000000000.0
8697,Konomi Network,KONO,1.92493888382061,15726400.149251146,konomi-network,12,2021-03-04T00:00:00.000Z,100000000.0,8169817.8999,100000000.0,8169817.8999,100000000.0
5309,OG Fan Token,OG,12.49477727068839,15925030.948696828,og-fan-token,3,2020-03-12T00:00:00.000Z,,1274535.0,5000000.0,1274535.0,5000000.0
2246,CyberMiles,CMT,0.01941630298712,15533042.389696,cybermiles,20,2017-12-06T00:00:00.000Z,,800000000.0,1000000000.0,800000000.0,1000000000.0
3336,IQeon,IQN,2.81989032188063,15486443.423591504,iqeon,13,2018-09-24T00:00:00.000Z,5491860.0,5491860.1987553,5491860.1987553,5491860.1987553,5491860.1987553
8409,Razor Network,RAZOR,0.20862558284781,15526982.369818287,razor-network,12,2021-02-06T00:00:00.000Z,1000000000.0,74425112.00146075,1000000000.0,74425112.00146075,1000000000.0
1834,Pillar,PLR,0.05995106848626,15548201.759939324,pillar,10,2017-07-24T00:00:00.000Z,800000000.0,259348201.0,800000000.0,259348201.0,800000000.0
5522,SENSO,SENSO,1.26688725538536,15508390.03351549,senso,9,2020-05-04T00:00:00.000Z,7692000000.0,12241334.0,5915280000.0,12241334.0,5915280000.0
6949,Hedget,HGET,8.85654877320011,15511784.635723786,hedget,14,2020-09-08T00:00:00.000Z,10000000.0,1751448.0,1751448.0,1751448.0,1751448.0
7813,Basis Cash,BAC,0.27709295389526,15476097.198587831,basis-cash,6,2020-11-30T00:00:00.000Z,,55851644.6594226,55851755.54747788,55851644.6594226,55851755.54747788
9114,τBitcoin,ΤBTC,49337.00393480302,15294471.219788935,t-bitcoin,1,2021-04-05T00:00:00.000Z,2100.0,310.0,2100.0,310.0,2100.0
5446,USDJ,USDJ,1.02801105435297,15264701.424464358,usdj,16,2020-04-14T00:00:00.000Z,,14848771.67402831,14848771.67402831,14848771.67402831,14848771.67402831
5622,Darma Cash,DMCH,0.07133927907262,15235166.572592655,darma-cash,5,2020-05-28T00:00:00.000Z,460000000.0,213559301.0,213559301.0,213559301.0,213559301.0
3182,HitChain,HIT,0.0002475128454,15207189.221375998,hitchain,8,2018-08-16T00:00:00.000Z,,61440000000.0,102400000000.0,61440000000.0,102400000000.0
3772,STEM CELL COIN,SCC,0.04693913492949,15051414.667038325,stem-cell-coin,2,2019-03-01T00:00:00.000Z,5000000000.0,320658118.0,5000000000.0,320658118.0,5000000000.0
8107,Cobak Token,CBK,5.39029342491872,15139501.530832212,cobak-token,6,2020-12-24T00:00:00.000Z,,2808660.0,100000000.0,2808660.0,100000000.0
7678,KeeperDAO,ROOK,412.06720528666244,15011608.288593113,keeperdao,24,2020-11-15T00:00:00.000Z,1070000.0,36430.0,1000000.0,36430.0,1000000.0
3589,Ethereum Meta,ETHM,0.00029835963072,14921078.269666191,ethereum-meta,3,2018-11-02T00:00:00.000Z,99000000000.0,50010379197.94551,99000000000.0,50010379197.94551,99000000000.0
4166,Realio Network,RIO,2.28138148443719,14985288.682146672,realio-network,3,2020-06-25T00:00:00.000Z,99999893.0,6568515.0792935,96381237.9575625,6568515.0792935,96381237.9575625
1949,Agrello,DLT,0.14779118210207,14985352.335073315,agrello-delta,5,2017-09-09T00:00:00.000Z,,101395442.6910523,130271020.035721,101395442.6910523,130271020.035721
3608,Howdoo,UDOO,0.03390530495013,14899205.201930406,hyprr,6,2018-11-15T00:00:00.000Z,,439435811.7069016,840696363.2754374,439435811.7069016,840696363.2754374
3880,OceanEx Token,OCE,0.00830864759248,14856177.81007646,oceanex-token,5,2019-04-23T00:00:00.000Z,,1788038022.4,8811756112.4,1788038022.4,8811756112.4
254,Gulden,NLG,0.02816315177535,15321463.009873308,gulden,4,2014-04-08T00:00:00.000Z,750000000.0,544025155.0,544025155.0,544025155.0,544025155.0
3334,X-CASH,XCASH,0.0002378155854,14694666.809393773,x-cash,8,2018-09-24T00:00:00.000Z,100000000000.0,61790175714.0,61790175714.0,61790175714.0,61790175714.0
9175,MOBOX,MBOX,1.36099723299109,14770600.381875053,mobox,7,2021-04-08T00:00:00.000Z,1000000000.0,10852777.67201144,399912971.20308584,10852777.67201144,399912971.20308584
5990,Dev Protocol,DEV,13.11649549493129,14664303.933192017,dev-protocol,6,2020-07-31T00:00:00.000Z,12729090.0,1118004.7245744,12800887.05531336,1118004.7245744,12800887.05531336
3974,Bitcoin 2,BTC2,0.84681314577981,14697656.640188215,bitcoin2,7,2019-05-28T00:00:00.000Z,21000000.0,17356434.195,17854190.165,17356434.195,17854190.165
6958,Alchemy Pay,ACH,0.00635657180842,14609897.79763164,alchemy-pay,17,2020-09-09T00:00:00.000Z,,2298392630.1720014,10000000000.0,2298392630.1720014,10000000000.0
1899,YOYOW,YOYOW,0.02935341072233,14581477.51958094,yoyow,4,2017-08-19T00:00:00.000Z,,496755816.81172,1044555287.39036,496755816.81172,1044555287.39036
9345,BSC Station,BSCS,0.39441380132803,14555410.638139896,bsc-station,6,2021-04-20T00:00:00.000Z,500000000.0,36903908.0,500000000.0,36903908.0,500000000.0
8229,UniMex Network,UMX,2.16171330454771,14508652.193074673,unimex-network,2,2021-01-11T00:00:00.000Z,10000000.0,6711644.95428328,10000000.0,6711644.95428328,10000000.0
2991,NIX,NIX,0.29594303886947,14531911.554139545,nix,4,2018-07-28T00:00:00.000Z,,49103745.131674,49103745.131674,49103745.131674,49103745.131674
4997,Blockzero Labs,XIO,0.39894877060688,14377540.59125549,blockzerolabs,7,2020-05-15T00:00:00.000Z,,36038563.47115547,100000000.0,36038563.47115547,100000000.0
7389,Non-Fungible Yearn,NFY,202.61341702130753,14329896.893612627,non-fungible-yearn,1,2020-10-13T00:00:00.000Z,,70725.31081249,100000.0,70725.31081249,100000.0
4557,USDX [Lighthouse],USDX,3.76995681724225,14222767.736609077,usdx-lighthouse,4,2019-10-31T00:00:00.000Z,,3772660.65,3772660.65,3772660.65,3772660.65
2321,QLC Chain,QLC,0.05882611639203,14118267.9340872,qlink,8,2017-12-29T00:00:00.000Z,,240000000.0,600000000.0,240000000.0,600000000.0
5229,AS Roma Fan Token,ASR,11.48517826709009,14161626.78456143,as-roma-fan-token,4,2020-02-13T00:00:00.000Z,,1233035.0,10000000.0,1233035.0,10000000.0
2446,DATA,DTA,0.00123285422583,14177823.597044999,data,9,2018-01-22T00:00:00.000Z,11500000000.0,11500000000.0,11500000000.0,11500000000.0,11500000000.0
4956,MAP Protocol,MAP,0.0444604385696,14159533.238344679,map-protocol,5,2020-01-06T00:00:00.000Z,,318474889.0,10000000000.0,318474889.0,10000000000.0
2307,Bibox Token,BIX,0.16577925638227,14162608.951607326,bibox-token,17,2017-12-24T00:00:00.000Z,,85430525.27,235972808.27,85430525.27,235972808.27
9194,Saito,SAITO,0.0135751390055,14090315.206217878,saito,2,2021-04-22T00:00:00.000Z,10000000000.0,1037949976.093,3000000000.0,1037949976.093,3000000000.0
9417,Maple,MPL,21.78170804136442,14069480.456866562,maple,3,2021-04-21T00:00:00.000Z,10000000.0,645931.0,10000000.0,645931.0,10000000.0
4054,IG Gold,IGG,0.00158384262977,14027368.308233768,ig-gold,6,2019-06-26T00:00:00.000Z,,8856541707.22174,48132126676.0,8856541707.22174,48132126676.0
3883,QuickX Protocol,QCX,0.0280447223007,13994521.126477374,quickx-protocol,5,2019-04-25T00:00:00.000Z,,499007299.0,500000000.0,499007299.0,500000000.0
3866,CONUN,CON,0.00482885953697,13991165.913256247,conun,2,2019-04-17T00:00:00.000Z,,2897405858.7,5000000000.0,2897405858.7,5000000000.0
3632,Opacity,OPCT,0.17228105822122,13861062.0483523,opacity,5,2018-12-12T00:00:00.000Z,130000000.0,80456100.0,130000000.0,80456100.0,130000000.0
2476,Ruff,RUFF,0.01418566894469,13909048.400268545,ruff,13,2018-01-28T00:00:00.000Z,,980500000.0,1880000000.0,980500000.0,1880000000.0
8621,yieldwatch,WATCH,1.30078027048505,13922823.578320503,yieldwatch,1,2021-03-01T00:00:00.000Z,20000000.0,10703440.0,20000000.0,10703440.0,20000000.0
5103,Tachyon Protocol,IPX,0.05191262479723,13853326.783360446,tachyon-protocol,10,2020-01-03T00:00:00.000Z,1500000000.0,266858530.8,1000000000.0,266858530.8,1000000000.0
2666,Effect.AI,EFX,0.05437349381774,13711283.861045072,effect-ai,4,2018-04-23T00:00:00.000Z,,252168527.315999,650000000.0,252168527.315999,650000000.0
4917,DEXA COIN,DEXA,0.00054710400692,13677600.173,dexa-coin,5,2019-11-18T00:00:00.000Z,,25000000000.0,100000000000.0,25000000000.0,100000000000.0
3241,FortKnoxster,FKX,0.09196747316671,13710266.521916248,fortknoxster,4,2018-08-30T00:00:00.000Z,,149077342.7803498,150000000.0,149077342.7803498,150000000.0
3164,PumaPay,PMA,0.00043742812498,13471225.606687501,pumapay,12,2018-08-13T00:00:00.000Z,,30796432230.56,78042956829.0,30796432230.56,78042956829.0
7024,Tixl,TXL,0.25009105925393,13523798.324412713,tixl-new,4,2020-09-12T00:00:00.000Z,899994670.0,54075497.0,600000000.0,54075497.0,600000000.0
8874,DAFI Protocol,DAFI,0.05382037789969,13398767.196026009,dafi-protocol,4,2021-03-18T00:00:00.000Z,2250000000.0,248953420.97,2250000000.0,248953420.97,2250000000.0
3643,TENA,TENA,4.47039380280814,13297340.864139726,tena,1,2018-12-20T00:00:00.000Z,,2974534.5601962,5000000.0,2974534.5601962,5000000.0
2342,Covesting,COV,0.73651355138055,13257243.9248499,covesting,6,2018-01-23T00:00:00.000Z,,18000000.0,20000000.0,18000000.0,20000000.0
7976,Venus DOT,vDOT,0.80130883144312,13341185.452742547,venus-dot,1,2020-12-14T00:00:00.000Z,,16649243.0,16649243.0,16649243.0,16649243.0
5919,Meter Governance,MTRG,5.74286960987825,13313912.845625922,meter-governance,4,2020-07-27T00:00:00.000Z,,2318338.0,40000000.0,2318338.0,40000000.0
3364,PLATINCOIN,PLC,2.64514730653785,13228574.775749166,platincoin,12,2018-10-01T00:00:00.000Z,,5001073.0,606736151.43323,5001073.0,606736151.43323
5305,BTSE,BTSE,3.04741771511312,13270623.44559797,btse,5,2020-03-12T00:00:00.000Z,200000000.0,4354711.0,165904711.0,4354711.0,165904711.0
6650,NFT,NFT,0.35965883067964,13258248.777511165,nft,3,2020-08-19T00:00:00.000Z,,36863404.0,88888888.0,36863404.0,88888888.0
6882,ExNetwork Token,EXNT,0.20997639779373,13218304.777731843,exnetwork-token,1,2020-09-04T00:00:00.000Z,100000000.0,62951383.66320974,100000000.0,62951383.66320974,100000000.0
8519,Xend Finance,XEND,0.66177532156812,13118167.710870478,xend-finance,18,2021-02-19T00:00:00.000Z,200000000.0,19822691.0,200000000.0,19822691.0,200000000.0
8419,APYSwap,APYS,1.42129601110659,13053601.042698622,apyswap,15,2021-02-09T00:00:00.000Z,100000000.0,9184294.43317397,100000000.0,9184294.43317397,100000000.0
9196,Genesis Shards,GS,1.08895001175819,13101144.524062643,genesis-shards,11,2021-04-14T00:00:00.000Z,,12030988.0,208911248.0,12030988.0,208911248.0
9033,LCMS,LCMS,0.87660986524258,13081533.306512808,lcms,3,2021-03-31T00:00:00.000Z,1000000000.0,14922868.0,1000000000.0,14922868.0,1000000000.0
2251,IoT Chain,ITC,0.14880805018194,12978243.126229793,iot-chain,12,2017-12-06T00:00:00.000Z,,87214657.4756,99999999.0,87214657.4756,99999999.0
2454,UnlimitedIP,UIP,0.00967252844415,12892303.750582611,unlimitedip,9,2018-01-24T00:00:00.000Z,,1332878349.7535176,2839985525.01,1332878349.7535176,2839985525.01
2315,HTMLCOIN,HTML,0.0002411503961,12797208.189529559,html-coin,7,2017-12-28T00:00:00.000Z,,53067332239.5159,80434575000.0,53067332239.5159,80434575000.0
7429,Liquity,LQTY,15.85248503140995,12837783.90725552,liquity,1,2020-10-16T00:00:00.000Z,100000000.0,809827.85234106,100000000.0,809827.85234106,100000000.0
2274,MediShares,MDS,0.00967016408192,12668878.328445684,medishares,8,2017-12-13T00:00:00.000Z,,1310099624.0728,2000000000.0,1310099624.0728,2000000000.0
2240,SoMee.Social,ONG,0.08524639374867,12786950.537661126,ongsocial,8,2017-12-01T00:00:00.000Z,,149999900.0,150000000.0,149999900.0,150000000.0
2576,Tokenomy,TEN,0.06362740518203,12725481.036406,tokenomy,5,2018-03-10T00:00:00.000Z,,200000000.0,200000000.0,200000000.0,200000000.0
1704,eBoost,EBST,0.12648361614857,12647096.977127058,eboostcoin,1,2017-06-06T00:00:00.000Z,,99990001.568832,99990001.568832,99990001.568832,99990001.568832
5712,FinNexus,FNX,0.36737943669607,12642286.767236719,finnexus,14,2020-06-18T00:00:00.000Z,,34412069.66,176495406.66,34412069.66,176495406.66
3986,StakeCubeCoin,SCC,1.63604481326576,12593742.464912213,stakecubecoin,18,2019-06-03T00:00:00.000Z,18000000.0,7697675.73772839,8570481.73772839,7697675.73772839,8570481.73772839
8120,Whiteheart,WHITE,1411.493817015674,12545357.045635311,whiteheart,5,2020-12-28T00:00:00.000Z,8888.0,8888.0,8888.0,8888.0,8888.0
3020,BHPCoin,BHP,0.61979654205552,12505993.183018913,bhp-coin,6,2018-08-03T00:00:00.000Z,100000000.0,20177578.18,52881277.67,20177578.18,52881277.67
1721,Mysterium,MYST,0.62391330698271,12499247.096341414,mysterium,6,2017-06-14T00:00:00.000Z,,20033628.0,32433365.0,20033628.0,32433365.0
4951,Zynecoin,ZYN,0.56457131542955,12498976.03916564,zynecoin,4,2020-07-07T00:00:00.000Z,,22138879.0,92556125.0,22138879.0,92556125.0
2041,BitcoinZ,BTCZ,0.0013275167365,12488808.660581157,bitcoinz,4,2017-10-12T00:00:00.000Z,21000000000.0,9407646862.146477,9407646862.146477,9407646862.146477,9407646862.146477
4958,Precium,PCM,0.01664350494205,12475139.129313577,precium,2,2019-11-22T00:00:00.000Z,,749550000.0,750000000.0,749550000.0,750000000.0
7805,Muse,MUSE,24.53911673585582,12479465.972486421,muse,4,2020-11-29T00:00:00.000Z,,508554.0,508554.0,508554.0,508554.0
7860,ClinTex CTi,CTI,0.12906348173028,12447550.103823304,clintex-cti,6,2020-12-04T00:00:00.000Z,191311840.0,96445175.17229618,191311840.17229617,96445175.17229618,191311840.17229617
8351,OptionRoom,ROOM,1.01832297145164,12421322.344278187,optionroom,8,2021-01-28T00:00:00.000Z,100000000.0,12197822.0,0.0,12197822.0,0.0
5590,GeoDB,GEO,0.57801787269799,12434600.089893581,geodb,5,2020-05-15T00:00:00.000Z,350000000.0,21512483.74354432,350000000.0,21512483.74354432,350000000.0
6726,YUSRA,YUSRA,0.3112107113042,12407906.73396936,yusra,6,2020-08-27T00:00:00.000Z,40000000.0,39869793.3049,40000000.0,39869793.3049,40000000.0
